Name,Data.Carbohydrate,Data.Protein,Data.Fat.Total Lipid
"Pie, strawberry cream",26.27,1.65,10.76
"Pie, strawberry cream, individual size or tart",28.7,2.23,13.35
"Pie, sweet potato",29.03,3.26,15.08
"Pie, vanilla cream",32.6,4.8,14.4
"Pie, chiffon, not chocolate",40.09,6.66,11.83
"Pie, chiffon, chocolate",41.34,6.39,15.07
"Pie, black bottom",37.44,5.48,15.56
"Pie, lemon meringue",47.2,1.5,8.7
"Pie, lemon meringue, individual size or tart",47.2,1.5,8.7
"Pie, chocolate-marshmallow",47.26,4.61,20.65
"Pie, pecan",59.61,4.5,16.69
"Pie, pecan, individual size or tart",59.61,4.5,16.69
"Pie, oatmeal",59.91,5.12,15.82
"Pie, pudding, flavors other than chocolate",29.85,2.85,11.75
"Pie, Toll house chocolate chip",44.68,5.86,39.25
"Pie, shoo-fly",60.6,3.93,11.1
"Pie, tofu with fruit",22.06,4.78,12.13
Pie shell,56.24,6.5,28.59
"Pie shell, graham cracker",64.3,5.1,24.83
"Pie shell, chocolate wafer",64.48,6.08,22.42
Vanilla wafer dessert base,50.2,3.7,36.2
"Blintz, cheese-filled",20.09,9.06,7.65
"Blintz, fruit-filled",24.74,5.57,6.23
"Cobbler, apple",36.38,2.31,4.95
"Cobbler, apricot",35.71,2.64,4.43
"Cobbler, berry",42.78,2.76,5.84
"Cobbler, cherry",35.62,2.36,5.18
"Cobbler, peach",38.42,2.48,4.75
"Cobbler, pear",42.06,2.15,4.93
"Cobbler, plum",38.28,2.28,4.78
"Cobbler, rhubarb",46.74,2.37,6.68
"Crisp, apple, apple dessert",30.68,2.09,3.54
"Fritter, apple",34.75,6.46,24.46
"Fritter, banana",34.42,5.05,21.34
"Fritter, berry",31.37,5.62,21.95
"Crisp, blueberry",40.87,1.87,10.14
"Crisp, cherry",45.65,1.68,7.5
"Crisp, peach",38.17,1.71,6.88
"Cream puff, eclair, custard or cream filled, NS as to icing",10.52,4.5,24.36
"Cream puff, eclair, custard or cream filled, not iced",12.49,4.92,21.35
"Cream puff, eclair, custard or cream filled, iced",37.43,4.41,18.52
"Cream puff, eclair, custard or cream filled, iced, reduced fat",41.72,3.46,7.14
"Cream puff, no filling or icing",22.8,9.0,25.9
"Air filled fritter or fried puff, without syrup, Puerto Rican style",50.21,6.46,23.75
"Wheat flour fritter, without syrup",19.5,7.64,41.23
"Sopaipilla, without syrup or honey",40.93,5.49,19.91
Sopaipilla with syrup or honey,51.31,4.16,16.06
"Crepe, NS as to filling",26.37,4.56,6.95
"Crepe, chocolate filled",22.8,4.85,6.37
"Crepe, fruit filled",26.38,4.56,6.95
"Tamale, sweet",35.61,2.22,12.57
"Tamale, sweet, with fruit",30.26,1.79,8.5
"Strudel, apple",41.1,3.3,11.2
"Strudel, berry",46.11,3.46,6.27
"Strudel, cherry",43.14,4.23,10.06
"Strudel, cheese",39.9,8.0,11.69
"Strudel, peach",38.0,3.14,5.22
"Strudel, cheese and fruit",31.27,5.51,7.73
Baklava,38.58,5.62,27.23
Basbousa,44.07,4.15,8.46
"Turnover or dumpling, apple",43.55,3.64,18.08
"Turnover or dumpling, berry",45.37,3.77,17.69
"Turnover or dumpling, cherry",39.97,3.27,15.11
"Turnover or dumpling, lemon",37.0,3.47,15.67
"Turnover or dumpling, peach",43.34,3.95,16.61
"Turnover, guava",37.44,3.98,16.28
"Turnover, pumpkin",25.5,5.56,14.36
"Pastry, fruit-filled",54.3,4.57,19.36
"Pastry, made with bean or lotus seed paste filling, baked",67.71,6.8,4.21
"Pastry, made with bean paste and salted egg yolk filling, baked",57.1,8.38,8.03
"Pastry, Chinese, made with rice flour",45.16,2.46,6.04
"Pastry, cookie type, fried",35.42,5.79,25.24
"Pastry, Italian, with cheese",34.86,7.38,10.81
"Pastry, puff",45.7,7.4,38.5
"Pastry, puff, custard or cream filled, iced or not iced",29.89,5.86,29.78
Cheese pastry puffs,13.03,9.27,19.36
"Pastry, mainly flour and water, fried",59.25,7.75,18.11
"Empanada, Mexican turnover, fruit-filled",42.17,4.7,16.25
"Empanada,  Mexican turnover, pumpkin",41.7,4.57,11.63
"Breakfast pastry, NFS",47.8,5.4,18.5
"Danish pastry, plain or spice",44.6,7.0,22.4
"Danish pastry, with fruit",47.8,5.4,18.5
"Danish pastry, with cheese",37.2,8.0,21.9
"Doughnut, NFS",49.52,5.52,22.86
"Doughnut, cake type, plain",47.06,5.31,24.93
"Doughnut, chocolate",51.95,5.2,22.44
"Doughnut, cake type, powdered sugar",51.12,4.9,23.01
"Doughnut, cake type, with icing",51.23,4.25,23.19
"Doughnut, cake type, chocolate icing",50.29,4.47,23.46
"Doughnut, chocolate, with chocolate icing",51.01,5.42,22.72
Doughnut holes,49.52,5.52,22.86
Churros,48.87,6.05,22.21
Beignet,53.69,5.46,20.18
"Doughnut, yeast type",47.93,6.14,22.7
"Doughnut, yeast type, with chocolate icing",50.98,5.13,21.68
"Doughnut, jelly",52.33,4.94,18.16
"Doughnut, custard-filled",42.86,5.2,18.92
"Doughnut, custard-filled, with icing",46.25,4.52,18.7
Breakfast tart,71.83,4.01,9.02
"Breakfast tart, lowfat",76.8,3.99,5.99
"Coffee cake, crumb or quick-bread type",51.23,6.39,17.67
"Coffee cake, crumb or quick-bread type, with fruit",50.14,4.13,11.31
"Coffee cake, crumb or quick-bread type, cheese-filled",45.02,6.72,16.9
Cereal or granola bar (General Mills Fiber One Chewy Bar),69.82,5.0,10.0
Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),67.61,4.22,8.67
Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),67.61,4.22,8.67
Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),66.72,9.38,10.93
Milk 'n Cereal bar,72.05,6.47,10.98
Cereal or granola bar (Kellogg's Special K bar),72.73,9.09,9.09
Cereal or granola bar (Kashi Chewy),63.42,16.67,7.69
Cereal or granola bar (Kashi Crunchy),53.26,18.57,15.71
Cereal or granola bar (KIND Fruit and Nut Bar),44.3,13.69,31.89
Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),72.27,5.71,11.43
"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",74.29,5.71,11.43
Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),61.14,9.14,22.86
Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),64.4,10.1,19.8
Cereal or granola bar (Quaker Chewy Granola Bar),70.2,5.65,16.57
Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),79.17,4.17,8.33
Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),69.4,5.55,12.5
Cereal or granola bar (Quaker Chewy Dipps Granola Bar),64.96,7.52,20.42
Cereal or granola bar (Quaker Granola Bites),66.27,7.17,17.5
"Snack bar, oatmeal",75.47,6.67,6.67
"Cereal or Granola bar, NFS",64.4,10.1,19.8
"Cereal or granola bar, lowfat, NFS",79.17,4.17,8.33
"Cereal or granola bar, nonfat",77.6,5.9,0.9
"Cereal or granola bar, reduced sugar, NFS",69.4,5.55,12.5
"Cereal or granola bar, fruit and nut",44.3,13.69,31.89
"Cereal or granola bar, peanuts , oats, sugar, wheat germ",64.4,10.1,19.8
"Cereal or granola bar, chocolate coated, NFS",64.96,7.52,20.42
"Cereal or granola bar, with coconut, chocolate coated",55.2,5.2,32.2
"Cereal or granola bar with nuts, chocolate coated",54.1,9.6,31.2
"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",60.13,8.6,20.0
"Cereal or granola bar, coated with non-chocolate coating",53.4,10.2,31.1
"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",69.82,5.0,10.0
"Cereal or granola bar, with rice cereal",80.5,3.4,9.0
"Breakfast bar, NFS",72.8,4.4,7.5
"Breakfast bar, date, with yogurt coating",70.9,3.7,7.3
"Breakfast bar, cereal crust with fruit filling, lowfat",72.8,4.4,7.5
Nutrition bar (Balance Original Bar),48.73,28.0,12.0
Nutrition bar (Clif Bar),65.44,14.71,5.88
Nutrition bar (Clif Kids Organic Zbar),74.72,5.55,9.72
Nutrition bar (PowerBar),69.63,14.15,3.11
Nutrition bar (Slim Fast Original Meal Bar),60.21,16.19,8.92
Nutrition bar (Snickers Marathon Protein Bar),50.5,25.0,12.5
Nutrition bar (South Beach Living Meal Bar),60.21,16.19,8.92
Nutrition bar (South Beach Living High Protein Bar),38.4,30.34,15.17
Nutrition bar (Tiger's Milk),56.46,16.8,14.29
Nutrition bar (Zone Perfect Classic Crunch),45.0,30.0,14.0
"Nutrition bar or meal replacement bar, NFS",45.0,30.0,14.0
"Cereal bar with fruit filling, baby food",68.63,5.43,5.3
"Cookie, fruit, baby food",73.7,6.8,12.6
"Cookie, baby food",67.1,11.8,13.2
"Cookie, teething, baby",76.4,10.7,4.2
"Cookie, rice, baby",83.21,12.5,0.87
"Crackers, NFS",61.3,6.64,26.43
Graham crackers,77.66,6.69,10.6
Graham crackers (Teddy Grahams),77.66,6.69,10.6
"Graham crackers, chocolate covered",66.78,4.0,25.8
"Crackers, oatmeal",70.73,7.3,16.4
"Crackers, Cuban",73.8,5.6,12.8
"Graham crackers, reduced fat",77.96,5.71,5.71
"Graham crackers, sandwich, with filling",72.1,4.5,20.0
"Crackers, breakfast biscuit",70.99,7.12,15.07
"Crackers, butter, reduced sodium",68.6,8.8,17.2
"Crackers, matzo, reduced sodium",83.7,10.0,1.4
"Crackers, saltine, reduced sodium",73.48,9.39,8.75
"Crackers, wheat, reduced sodium",68.6,8.8,17.2
"Crackers, woven wheat, reduced sodium",68.6,8.8,17.2
"Crackers, butter, plain",61.3,6.64,26.43
"Crackers, butter, flavored",61.3,6.64,26.43
"Crackers, butter (Ritz)",61.3,6.64,26.43
"Crackers, butter, reduced fat",71.52,9.34,13.37
"Crackers, cheese",59.42,10.93,22.74
"Crackers, cheese (Cheez-It)",59.42,10.93,22.74
"Crackers, cheese (Goldfish)",59.42,10.93,22.74
"Crackers, cheese, reduced fat",68.19,10.0,11.67
"Crackers, cheese, reduced sodium",58.2,10.1,25.3
"Crackers, cheese, whole grain",57.29,9.62,16.03
"Crackers, crispbread",82.2,7.9,1.3
"Crackers, flatbread",75.23,9.85,8.25
"Crackers, matzo",83.7,10.0,1.4
"Crackers, milk",71.73,7.6,13.77
"Crackers, oyster",74.05,9.46,8.64
"Chips, rice",81.5,8.2,2.8
Rice cake,81.1,7.1,4.3
"Crackers, rice",82.64,10.0,5.0
"Crackers, rice and nuts",77.41,10.78,8.85
Popcorn cake,80.1,9.7,3.1
Rice paper,72.54,5.07,1.21
"Crackers, saltine",74.05,9.46,8.64
"Crackers, saltine, reduced fat",82.3,10.5,1.6
"Crackers, saltine, multigrain",68.25,7.14,10.71
"Crackers, multigrain",67.6,7.1,20.4
"Crackers, sandwich",58.38,11.47,24.54
"Crackers, sandwich, peanut butter filled",58.38,11.47,24.54
"Crackers, sandwich, peanut butter filled (Ritz)",57.14,7.5,25.0
"Crackers, sandwich, reduced fat, peanut butter filled",63.49,8.33,16.67
"Crackers, whole grain, sandwich, peanut butter filled",54.59,14.12,21.18
"Crackers, sandwich, cheese filled",61.7,9.3,21.1
"Crackers, sandwich, cheese filled (Ritz)",56.05,7.66,25.09
"Crackers, water",72.81,7.14,7.14
"Crackers, wonton",51.9,10.33,31.72
"Crackers, woven wheat",70.14,8.94,15.26
"Crackers, woven wheat, plain (Triscuit)",70.14,8.94,15.26
"Crackers, woven wheat, flavored (Triscuit)",70.14,8.94,15.26
"Crackers, woven wheat, reduced fat",75.52,11.34,7.59
"Crackers, wheat",70.14,8.94,15.26
"Crackers, wheat, plain (Wheat Thins)",70.14,8.94,15.26
"Crackers, wheat, flavored (Wheat Thins)",70.14,8.94,15.26
"Crackers, wheat, reduced fat",71.52,9.34,13.37
"Crackers, corn",70.73,7.3,16.4
"Crackers, gluten free, plain",66.3,11.25,15.84
"Crackers, gluten free, flavored",66.3,11.25,15.84
"Crackers, baby food",66.85,8.4,19.6
"Gerber Finger Foods, Puffs, baby food",76.68,6.4,9.9
"Finger Foods, Puffs, baby food",85.79,6.19,2.3
"Crunchy snacks, corn based, baby food",61.59,0.0,28.57
Corn nuts,71.86,8.5,15.64
"Corn chips, plain",56.82,6.12,33.1
"Corn chips, flavored",56.7,6.11,34.02
"Corn chips, plain (Fritos)",57.27,6.17,33.36
"Corn chips, flavored (Fritos)",56.98,6.14,33.19
Cheese flavored corn snacks,53.53,5.85,36.01
"Cheese flavored corn snacks, reduced fat",72.35,8.5,12.1
"Tortilla chips, plain",67.78,7.1,20.68
Cheese flavored corn snacks (Cheetos),53.53,5.85,36.01
"Tortilla chips, flavored",60.81,7.36,27.42
"Corn chips, reduced sodium",56.75,6.84,33.63
"Tortilla chips, popped",74.18,10.19,11.19
"Tortilla chips, nacho cheese flavor (Doritos)",60.81,7.36,27.42
"Tortilla chips, cool ranch flavor (Doritos)",67.44,7.06,20.58
"Tortilla chips, other flavors (Doritos)",60.81,7.36,27.42
"Tortilla chips, reduced fat, plain",79.07,10.86,5.63
"Tortilla chips, reduced fat, flavored",79.07,10.86,5.63
"Tortilla chips, low fat, unsalted",80.1,11.0,5.7
"Tortilla chips, reduced sodium",68.08,9.35,19.84
Snack mix,62.76,7.0,25.61
"Potato chips, restructured, multigrain",65.34,5.3,24.74
Pita chips,68.26,11.79,15.2
"Popcorn, NFS",55.99,8.69,31.07
"Popcorn, movie theater, with added butter",31.65,4.96,58.78
"Popcorn, movie theater, unbuttered",39.87,6.18,48.7
"Popcorn, air-popped, unbuttered",77.47,12.89,4.52
"Popcorn, air-popped, with added butter or margarine",65.75,11.02,15.19
"Popcorn, popped in oil, unbuttered",57.87,8.96,27.99
"Popcorn, popped in oil, with added butter or margarine",49.13,7.69,35.09
"Popcorn, microwave, NFS",55.99,8.69,31.07
"Popcorn, microwave, plain",55.99,8.69,31.07
"Popcorn, microwave, plain, light",71.5,12.51,9.43
"Popcorn, microwave, low sodium",57.64,8.93,27.88
"Popcorn, microwave, unsalted",57.64,8.93,27.88
"Popcorn, microwave, butter flavored",55.99,8.69,31.07
"Popcorn, microwave, butter flavored, light",71.5,12.51,9.43
"Popcorn, microwave, cheese flavored",55.77,8.65,30.95
"Popcorn, microwave, kettle corn",58.26,9.88,27.06
"Popcorn, microwave, kettle corn, light",72.38,12.35,9.31
"Popcorn, microwave, other flavored",55.77,8.65,30.95
"Popcorn, ready-to-eat packaged, NFS",53.38,8.88,32.53
"Popcorn, ready-to-eat packaged, plain",61.24,10.19,23.26
"Popcorn, ready-to-eat packaged, plain, light",68.08,11.33,14.92
"Popcorn, ready-to-eat packaged, low sodium",61.73,10.27,23.44
"Popcorn, ready-to-eat packaged, unsalted",61.73,10.27,23.44
"Popcorn, ready-to-eat packaged, butter flavored",53.38,8.88,32.53
"Popcorn, ready-to-eat packaged, butter flavored, light",67.78,11.28,14.85
"Popcorn, ready-to-eat packaged, cheese flavored",51.6,9.3,33.2
"Popcorn, ready-to-eat packaged, cheese flavored, light",67.78,11.28,14.85
"Popcorn, ready-to-eat-packaged, kettle corn",61.01,5.48,30.22
"Popcorn, ready-to-eat packaged, kettle corn, light",73.41,8.94,13.07
"Popcorn, ready-to-eat packaged, other flavored",51.6,9.3,33.2
"Popcorn, caramel coated",78.47,3.77,12.7
"Popcorn, caramel coated, with nuts",80.06,6.35,7.74
"Popcorn, chocolate coated",76.37,5.34,12.79
"Popcorn chips, plain",74.18,10.19,11.19
"Popcorn chips, other flavors",74.18,10.19,11.19
"Popcorn chips, sweet flavors",74.59,8.75,13.51
Onion flavored rings,65.1,7.7,22.6
Shrimp chips,59.09,7.14,17.86
"Pretzels, NFS",80.39,10.04,2.93
"Pretzels, hard, NFS",80.39,10.04,2.93
"Pretzels, hard, plain, salted",80.39,10.04,2.93
"Pretzels, hard, plain, lightly salted",79.8,9.57,3.22
"Pretzels, hard, plain, unsalted",79.2,9.1,3.5
"Pretzels, hard, flavored",79.44,9.92,3.88
"Pretzels, hard, multigrain",80.08,10.15,2.96
"Pretzels, hard, plain, gluten free",78.62,3.52,6.67
"Pretzels, hard, flavored, gluten free",77.69,3.48,7.58
"Pretzel, baby food",82.2,10.8,2.0
"Pretzel chips, hard, plain",78.43,9.8,2.86
"Pretzel chips, hard, flavored",77.52,9.68,2.82
"Pretzel chips, hard, gluten free",76.7,3.43,6.51
"Pretzels, hard, coated, NFS",70.07,7.05,17.64
"Pretzels, hard, chocolate coated",70.07,7.05,17.64
"Pretzels, hard, white chocolate coated",74.7,5.94,14.19
"Pretzels, hard, yogurt coated",76.56,5.94,12.17
"Pretzels, hard, coated, gluten free",75.06,3.76,15.57
"Pretzels, hard, filled, NFS",66.5,9.85,16.92
"Pretzels, hard, cheese filled",66.5,9.85,16.92
"Pretzels, hard, peanut butter filled",60.78,14.14,18.91
"Pretzels, soft, NFS",69.38,8.01,4.0
"Pretzels, soft, ready-to-eat, NFS",69.38,8.01,4.0
"Pretzels, soft, ready-to-eat, salted, buttered",69.38,8.01,4.0
"Pretzels, soft, ready-to-eat, unsalted, buttered",70.34,8.12,4.05
"Pretzels, soft, ready-to-eat, salted, no butter",70.06,8.09,3.06
"Pretzels, soft, ready-to-eat, unsalted, no butter",71.04,8.2,3.1
"Pretzels, soft, ready-to-eat, cinnamon sugar coated",73.99,6.22,6.14
"Pretzels, soft, ready-to-eat, coated or flavored",66.02,7.89,7.75
"Pretzels, soft, ready-to-eat, topped with meat",53.36,11.48,9.93
"Pretzels, soft, ready-to-eat, topped with cheese",62.35,10.22,5.36
"Pretzels, soft, from frozen, NFS",69.38,8.01,4.0
"Pretzels, soft, from frozen, salted",70.06,8.09,3.06
"Pretzels, soft, from frozen, unsalted",71.04,8.2,3.1
"Pretzels, soft, from frozen, cinnamon sugar coated",73.99,6.22,6.14
"Pretzels, soft, from frozen, coated or flavored",66.02,7.89,7.75
"Pretzels, soft, from frozen, topped with meat",53.36,11.48,9.93
"Pretzels, soft, from frozen, topped with cheese",62.35,10.22,5.36
"Pretzels, soft, filled with cheese",62.35,10.22,5.36
"Pretzels, soft, from school lunch",70.73,8.55,3.16
"Pretzels, soft, multigrain",70.26,8.49,3.13
"Pretzels, soft, gluten free",57.27,4.03,5.74
"Pretzels, soft, gluten free, cinnamon sugar coated",63.75,3.1,8.14
"Pretzels, soft, gluten free, coated or flavored",54.15,4.1,10.37
Multigrain chips (Sun Chips),67.26,7.95,21.11
"Snack mix, plain (Chex Mix)",75.69,8.83,10.0
Bagel chips,66.36,12.34,15.14
Cracker chips,67.26,7.95,21.11
"Pancakes, NFS",35.31,7.43,11.92
"Pancakes, plain, from frozen",37.75,5.23,6.83
"Pancakes, plain, reduced fat, from fozen",36.09,7.6,9.58
"Pancakes, with fruit, from frozen",36.47,4.99,6.52
"Pancakes, with chocolate, from frozen",38.83,5.35,7.97
"Pancakes, whole grain, from frozen",38.55,5.54,6.75
"Pancakes, whole grain, reduced fat, from frozen",38.55,5.54,6.75
"Pancakes, gluten free, from frozen",40.32,3.31,4.55
"Pancakes, plain, from fast food / restaurant",34.12,7.18,15.33
"Pancakes, with fruit, from fast food / restaurant",29.81,5.73,12.16
"Pancakes, with chocolate, from fast food / restaurant",40.01,7.48,18.55
"Pancakes, whole grain, from fast food / restaurant",31.74,7.62,15.65
"Pancakes, whole grain and nuts, from fast food / restaurant",30.1,7.95,23.01
"Pancakes, from school, NFS",40.43,6.26,6.57
"Pancakes, plain",35.31,7.43,11.92
"Pancakes, plain, reduced fat",36.09,7.6,9.58
"Pancakes, with fruit",30.62,5.88,9.42
"Pancakes, pumpkin",30.94,6.39,9.95
"Pancakes, with chocolate",41.16,7.7,15.81
"Pancakes, buckwheat",31.74,8.04,12.69
"Pancakes, cornmeal",32.0,4.77,5.91
"Pancakes, whole grain",32.88,7.89,12.13
"Pancakes, whole grain, reduced fat",33.63,8.07,9.73
"Pancakes, gluten free",40.32,3.31,4.55
"Waffle, NFS",48.39,7.42,9.49
"Waffle, plain, from frozen",48.39,7.42,9.49
"Waffle, plain, reduced fat, from frozen",46.2,9.42,6.92
"Waffle, fruit, from frozen",46.58,7.07,9.05
"Waffle, chocolate, from frozen",48.94,7.43,10.5
"Waffle, whole grain, from frozen",46.7,6.78,8.39
"Waffle, whole grain, reduced fat, from frozen",49.16,7.14,3.57
"Waffle, whole grain, fruit, from frozen",45.06,6.48,8.02
"Waffle, gluten free, from frozen",43.05,2.72,8.84
"Waffle, plain, from fast food / restaurant",38.91,8.19,26.19
"Waffle, chocolate, from fast food / restaurant",46.08,8.62,28.71
"Waffle, fruit, from fast food / restaurant",34.45,6.62,20.95
"Waffle, whole grain, from fast food / restaurant",36.13,8.67,26.77
"Waffle, from school, NFS",49.16,7.14,3.57
"Waffle, plain",41.48,8.73,18.64
"Waffle, fruit",36.23,6.96,14.78
"Waffle, chocolate",48.63,9.1,22.55
"Waffle, cinnamon",41.65,8.73,18.6
"Waffle, cornmeal",32.97,6.83,11.74
"Waffle, whole grain",38.59,9.26,19.02
"Waffle, gluten free",43.05,2.72,8.84
"Waffle, plain, reduced fat",42.88,9.03,14.47
"Waffle, whole grain, reduced fat",39.93,9.58,14.73
"French toast, NFS",32.24,10.42,11.15
"French toast, plain, from frozen",29.86,7.27,3.71
"French toast, whole grain, from frozen",28.07,8.2,3.89
"French toast, gluten free, from frozen",28.24,4.84,4.49
"French toast, plain, from fast food / restaurant",35.64,9.89,14.09
"French toast, whole grain, from fast food / restaurant",33.45,11.03,14.31
"French toast, from school, NFS",22.61,9.18,3.71
"French toast, plain",32.24,10.42,11.15
"French toast, plain, reduced fat",33.91,10.95,6.37
"French toast, whole grain",30.35,11.41,11.35
"French toast, whole grain, reduced fat",31.92,11.99,6.57
"French toast, gluten free",30.53,7.86,11.98
"French toast sticks, NFS",40.62,7.53,9.12
"French toast sticks, plain, from frozen",40.62,7.53,9.12
"French toast sticks, plain, from fast food / restaurant",48.48,7.06,20.87
"French toast sticks, from school, NFS",22.61,9.18,3.71
"French toast sticks, plain",41.21,6.0,17.74
"French toast sticks, whole grain",30.35,11.41,11.35
"Fried bread, Puerto Rican style",41.73,5.03,8.27
"Crepe, NFS",21.73,8.78,10.93
"Crepe, plain",21.73,8.78,10.93
Chinese pancake,45.38,4.05,0.38
"Dumpling, plain",20.26,3.31,3.21
Cake made with glutinous rice,53.66,2.22,6.55
Cake or pancake made with rice flour and/or dried beans,24.98,6.36,0.35
"Dosa (Indian), plain",37.04,5.7,4.05
Cake made with glutinous rice and dried beans,37.34,8.29,0.34
Funnel cake with sugar,43.14,7.7,16.23
Funnel cake with sugar and fruit,54.92,5.72,15.45
"Pasta, vegetable, cooked",26.55,4.52,0.11
"Noodles, cooked",25.01,4.51,2.06
"Noodles, whole grain, cooked",29.91,5.96,1.7
"Noodles, vegetable, cooked",24.1,5.01,1.56
"Noodles, chow mein",51.9,10.33,31.72
"Long rice noodles, made from mung beans, cooked",20.66,0.04,0.01
"Rice noodles, cooked",23.87,1.78,0.2
"Pasta, cooked",30.68,5.76,0.92
"Pasta, whole grain, cooked",29.89,5.95,1.7
